entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,label,anomaly_type,event_id
u_00106,user,2026-02-08 05:09:00,45.2.109.160,Singapore,mailbox,password,6.78,search > login > read_file > read_file > logout > download,android-67-c7:2c:d6:e3:18:78,normal,none,evt_005111
e_00123,edge_device,2026-02-08 05:27:00,103.74.92.45,India,iot_hub,certificate,10.03,connect > connect > telemetry_push > connect > heartbeat,linux-58-63:8b:f7:e6:37:f8,normal,none,evt_005112
e_00206,edge_device,2026-02-08 05:28:00,88.77.204.218,Germany,api_gateway,certificate,4.62,telemetry_push > read_sensor > heartbeat > telemetry_push,android-33-d3:6b:0f:5d:59:85,normal,none,evt_005113
e_00181,edge_device,2026-02-08 05:33:00,103.151.200.235,India,vpn_gateway,certificate,7.05,telemetry_push > logout > read_sensor,win-27-07:67:64:90:33:b6,normal,none,evt_005114
s_00219,service_account,2026-02-08 05:40:00,34.228.234.7,United States,ticketing_portal,token,5.48,api_call > api_call > logout > logout > write_log > auth,linux-84-5c:25:05:3a:ea:8c,normal,none,evt_005115
u_00208,user,2026-02-08 05:44:00,103.147.222.217,India,vpn_gateway,password,1.52,login > login > login > login > logout,win-16-d9:97:57:c1:d8:5b,anomaly,brute_force,evt_005116
s_00219,service_account,2026-02-08 05:48:00,5.117.24.40,UAE,source_repo,token,2.56,write_log > auth > auth > logout > logout,linux-84-5c:25:05:3a:ea:8c,normal,none,evt_005117
u_00208,user,2026-02-08 05:54:00,103.185.206.246,India,source_repo,password,16.48,download > login > search > search > login,win-16-d9:97:57:c1:d8:5b,normal,none,evt_005118
u_00199,user,2026-02-08 05:56:00,88.91.187.38,Germany,vpn_gateway,password,8.79,search > search > search > logout,linux-89-b6:c3:15:33:46:4a,normal,none,evt_005119
u_00082,user,2026-02-08 06:03:00,103.55.110.69,India,vpn_gateway,token,9.52,logout > download > read_file,android-57-87:b8:3f:55:3e:4b,normal,none,evt_005120
u_00180,user,2026-02-08 06:04:00,51.201.24.206,United Kingdom,fileshare,password,9.71,download > search > login > search > login > search,ios-96-42:e1:81:b9:dc:29,normal,none,evt_005121
s_00231,service_account,2026-02-08 06:11:00,51.162.22.150,United Kingdom,api_gateway,password,10.37,write_log > auth > auth > logout,linux-76-11:73:e9:ed:35:64,normal,none,evt_005122
u_00209,user,2026-02-08 06:13:00,103.198.115.10,India,ticketing_portal,token,15.99,read_file > search > read_file,ios-29-ca:b1:c0:77:e4:63,normal,none,evt_005123
u_00162,user,2026-02-08 06:38:00,34.240.199.10,United States,api_gateway,biometric,10.77,login > search > download > logout > login,win-56-57:a3:b8:dc:66:ee,normal,none,evt_005124
u_00014,user,2026-02-08 06:41:00,45.11.144.169,Singapore,source_repo,token,9.1,download > search > read_file > logout > login,linux-50-ce:f6:51:33:f3:a2,normal,none,evt_005125
s_00197,service_account,2026-02-08 06:43:00,34.179.220.177,United States,payment_service,biometric,14.3,auth > write_log > read_config > logout > write_log,win-18-71:8f:07:20:b4:c0,normal,none,evt_005126
u_00118,user,2026-02-08 06:46:00,51.140.155.217,United Kingdom,ticketing_portal,token,11.16,search > login > logout > read_file > read_file,ios-65-ab:1d:60:ca:9e:22,normal,none,evt_005127
u_00063,user,2026-02-08 07:00:00,103.5.51.16,India,mailbox,biometric,7.81,read_file > read_file > login > read_file,linux-85-1c:a2:62:c7:0f:e5,normal,none,evt_005128
u_00224,user,2026-02-08 07:09:00,51.248.30.24,United Kingdom,mailbox,token,12.33,logout > read_file > logout,ios-52-d3:5e:8b:28:9e:42,normal,none,evt_005129
u_00100,user,2026-02-08 07:21:00,103.229.137.206,India,vpn_gateway,password,0.8,login > login > login > login > logout,win-34-11:82:0d:3a:00:16,anomaly,brute_force,evt_005130
u_00129,user,2026-02-08 07:22:00,51.42.87.211,United Kingdom,mailbox,password,12.55,logout > login > logout > logout,ios-14-99:fb:04:78:7e:e5,normal,none,evt_005131
e_00107,edge_device,2026-02-08 07:24:00,103.152.131.134,India,iot_hub,certificate,4.81,heartbeat > read_sensor > logout > heartbeat > telemetry_push,win-29-e4:19:6a:34:1a:6c,normal,none,evt_005132
u_00016,user,2026-02-08 07:37:00,103.164.74.156,India,fileshare,biometric,11.86,login > download > login > read_file,ios-10-ef:f2:3d:08:1f:11,normal,none,evt_005133
u_00082,user,2026-02-08 07:41:00,103.178.22.92,India,vpn_gateway,token,14.56,read_file > login > read_file > logout > read_file,android-57-87:b8:3f:55:3e:4b,normal,none,evt_005134
e_00235,edge_device,2026-02-08 07:46:00,103.117.89.162,India,api_gateway,certificate,11.97,logout > connect > read_sensor > connect,android-71-ac:88:06:63:bb:cf,normal,none,evt_005135
s_00022,service_account,2026-02-08 08:02:00,34.39.55.146,United States,source_repo,token,11.01,write_log > auth > write_log > read_config > api_call > auth,win-38-4f:ec:24:ea:eb:99,normal,none,evt_005136
u_00210,user,2026-02-08 08:02:00,51.44.39.62,United Kingdom,api_gateway,biometric,5.19,login > download > read_file > read_file > read_file > read_file,linux-47-32:89:eb:7c:59:1b,normal,none,evt_005137
u_00025,user,2026-02-08 08:06:00,103.143.193.177,India,source_repo,biometric,13.4,logout > download > logout > read_file > search > login,android-31-fa:52:cd:94:c7:a0,normal,none,evt_005138
u_00183,user,2026-02-08 08:09:00,51.14.75.57,United Kingdom,mailbox,password,1.81,login > auth > list_resources > escalate > read_file > download,ios-36-ce:e8:ef:39:9b:26,anomaly,credential_stuffing,evt_005139
u_00071,user,2026-02-08 08:30:00,103.233.81.47,India,ticketing_portal,password,12.73,login > download > login > read_file > search,linux-96-d6:30:04:0d:98:28,normal,none,evt_005140
u_00207,user,2026-02-08 08:47:00,51.27.206.178,United Kingdom,fileshare,biometric,16.83,logout > login > login,android-61-22:73:b1:f7:d9:19,normal,none,evt_005141
u_00029,user,2026-02-08 08:51:00,51.191.101.76,United Kingdom,fileshare,password,11.89,download > search > download > logout,android-95-2b:cd:68:97:71:c8,normal,none,evt_005142
u_00174,user,2026-02-08 08:54:00,45.37.171.85,Singapore,source_repo,password,15.73,download > read_file > read_file,android-38-d7:09:72:cd:f3:40,normal,none,evt_005143
u_00025,user,2026-02-08 08:56:00,103.148.206.228,India,source_repo,password,13.82,login > login > download,android-31-fa:52:cd:94:c7:a0,normal,none,evt_005144
u_00019,user,2026-02-08 09:02:00,103.211.184.77,India,ticketing_portal,password,9.14,search > login > read_file > search > read_file,linux-12-98:8e:25:a2:d7:1b,normal,none,evt_005145
u_00041,user,2026-02-08 09:06:00,45.203.242.249,Singapore,vpn_gateway,token,7.93,search > download > download,android-46-27:68:d7:37:f2:96,normal,none,evt_005146
u_00026,user,2026-02-08 09:10:00,45.63.189.2,Singapore,source_repo,token,12.65,download > download > search > logout,ios-66-3f:44:0f:23:6f:7a,normal,none,evt_005147
u_00085,user,2026-02-08 09:15:00,45.140.237.109,Singapore,source_repo,biometric,2.03,logout > download > search > search > read_file > login,linux-51-d6:27:d4:eb:ae:57,normal,none,evt_005148
u_00128,user,2026-02-08 09:17:00,51.213.143.13,United Kingdom,ticketing_portal,biometric,4.28,logout > read_file > search,win-57-85:08:82:ef:6f:46,normal,none,evt_005149
u_00023,user,2026-02-08 09:18:00,103.225.8.228,India,mailbox,password,12.29,login > logout > download > logout > read_file > read_file,linux-62-84:ae:cd:64:d4:51,normal,none,evt_005150
u_00100,user,2026-02-08 09:29:00,103.76.64.186,India,source_repo,password,10.25,logout > search > logout > download,win-34-11:82:0d:3a:00:16,normal,none,evt_005151
u_00192,user,2026-02-08 09:32:00,103.1.71.177,India,fileshare,password,13.7,download > download > login > logout > read_file,android-33-52:1e:96:55:b7:7d,normal,none,evt_005152
u_00069,user,2026-02-08 09:37:00,45.105.178.30,Singapore,ticketing_portal,biometric,18.94,read_file > login > search > logout > login > search,ios-83-51:1f:e3:25:98:3c,normal,none,evt_005153
u_00126,user,2026-02-08 09:41:00,103.184.69.117,India,fileshare,biometric,11.85,login > search > logout > read_file,win-86-9e:a6:dd:9f:f2:20,normal,none,evt_005154
u_00225,user,2026-02-08 09:41:00,51.208.103.144,United Kingdom,admin_panel,password,13.21,read_file > login > read_file,linux-10-9a:71:dd:55:34:2a,normal,none,evt_005155
u_00186,user,2026-02-08 09:45:00,103.32.181.248,India,source_repo,password,10.3,read_file > download > logout > download > read_file > login,ios-93-50:08:c6:11:c3:bb,normal,none,evt_005156
u_00163,user,2026-02-08 09:47:00,51.149.176.58,United Kingdom,vpn_gateway,token,14.3,download > download > search > search > read_file,android-61-cc:f5:44:09:52:a3,normal,none,evt_005157
u_00068,user,2026-02-08 09:47:00,51.250.236.16,United Kingdom,mailbox,password,14.65,login > download > search > logout > search > search,win-63-4b:37:83:69:a2:51,normal,none,evt_005158
u_00036,user,2026-02-08 09:49:00,103.44.105.135,India,vpn_gateway,token,10.76,search > read_file > read_file > logout > login,android-90-09:01:01:28:0d:d1,normal,none,evt_005159
u_00140,user,2026-02-08 09:59:00,51.162.197.109,United Kingdom,mailbox,password,12.09,login > read_file > download > login,android-79-9b:c5:94:60:bc:d5,normal,none,evt_005160
u_00006,user,2026-02-08 09:59:00,103.175.112.197,India,mailbox,password,9.24,download > search > logout,android-35-ea:4b:6f:a9:20:8e,normal,none,evt_005161
u_00216,user,2026-02-08 10:02:00,103.23.83.60,India,ticketing_portal,biometric,10.53,login > read_file > read_file > search > read_file > download,android-97-3c:f1:1b:39:56:09,normal,none,evt_005162
u_00054,user,2026-02-08 10:03:00,103.153.129.132,India,source_repo,token,8.57,login > read_file > logout > search,ios-17-38:8e:8a:cd:44:ec,normal,none,evt_005163
u_00117,user,2026-02-08 10:08:00,103.33.253.191,India,source_repo,token,2.15,search > logout > login > download > read_file > logout,win-47-20:1e:e1:cb:38:d6,normal,none,evt_005164
u_00019,user,2026-02-08 10:10:00,103.35.137.164,India,ticketing_portal,token,11.55,download > read_file > search > read_file,linux-12-98:8e:25:a2:d7:1b,normal,none,evt_005165
u_00055,user,2026-02-08 10:15:00,103.92.104.222,India,vpn_gateway,biometric,12.15,read_file > logout > logout > read_file,ios-10-dd:bd:bd:64:cd:61,normal,none,evt_005166
u_00073,user,2026-02-08 10:16:00,103.137.79.231,India,ticketing_portal,biometric,14.71,login > download > login > search > read_file,android-24-ae:78:26:5c:f6:43,normal,none,evt_005167
u_00138,user,2026-02-08 10:27:00,5.213.144.108,UAE,source_repo,token,11.85,login > login > read_file > logout > logout > download,ios-36-37:2b:39:31:bf:0e,normal,none,evt_005168
u_00012,user,2026-02-08 10:29:00,45.146.144.229,Singapore,mailbox,token,6.52,download > read_file > search > search > logout,android-58-79:ce:44:f4:54:8b,normal,none,evt_005169
u_00054,user,2026-02-08 10:43:00,103.35.43.231,India,ticketing_portal,token,5.59,download > logout > download > search > search,ios-17-38:8e:8a:cd:44:ec,normal,none,evt_005170
u_00247,user,2026-02-08 10:46:00,45.201.98.73,Singapore,vpn_gateway,biometric,9.38,download > login > download > login > download,ios-56-5f:9c:0b:30:c9:61,normal,none,evt_005171
u_00087,user,2026-02-08 10:48:00,51.52.173.168,United Kingdom,mailbox,token,14.35,login > download > read_file > download > logout > read_file,win-92-a5:51:69:b9:b8:76,normal,none,evt_005172
u_00186,user,2026-02-08 10:49:00,103.166.149.164,India,mailbox,password,5.75,read_file > search > search > read_file > logout > download,ios-93-50:08:c6:11:c3:bb,normal,none,evt_005173
u_00003,user,2026-02-08 11:11:00,51.60.84.216,United Kingdom,ticketing_portal,token,17.39,logout > logout > download > login > search,ios-24-d5:a1:b3:18:4f:c4,normal,none,evt_005174
u_00232,user,2026-02-08 11:19:00,51.37.240.105,United Kingdom,fileshare,token,12.77,download > download > logout > logout,win-60-ce:64:e5:9b:11:bd,normal,none,evt_005175
u_00098,user,2026-02-08 11:21:00,103.19.96.235,India,vpn_gateway,password,14.41,logout > search > read_file > read_file > logout > search,android-19-18:ae:ba:1e:fa:52,normal,none,evt_005176
u_00207,user,2026-02-08 11:28:00,51.135.77.74,United Kingdom,mailbox,biometric,12.56,read_file > download > search > read_file > download > logout,android-61-22:73:b1:f7:d9:19,normal,none,evt_005177
u_00041,user,2026-02-08 11:30:00,45.68.181.63,Singapore,fileshare,token,8.36,read_file > logout > logout,android-46-27:68:d7:37:f2:96,normal,none,evt_005178
u_00117,user,2026-02-08 11:34:00,103.252.178.185,India,iot_hub,token,4.41,logout > search > read_file > download,win-47-20:1e:e1:cb:38:d6,normal,none,evt_005179
u_00047,user,2026-02-08 11:59:00,5.43.84.98,UAE,mailbox,biometric,19.13,logout > download > login > logout > login,linux-84-c1:0a:6f:7a:78:eb,normal,none,evt_005180
u_00110,user,2026-02-08 12:11:00,45.143.17.224,Singapore,ticketing_portal,biometric,6.73,search > logout > search > search > search > download,android-57-7e:4a:f8:f4:61:ce,normal,none,evt_005181
u_00029,user,2026-02-08 12:28:00,51.160.210.51,United Kingdom,mailbox,password,9.57,login > download > login > login,android-95-2b:cd:68:97:71:c8,normal,none,evt_005182
u_00211,user,2026-02-08 12:31:00,103.36.242.113,India,mailbox,biometric,19.08,download > download > login > search > read_file > download,android-23-e6:ed:b9:1b:11:0e,normal,none,evt_005183
u_00246,user,2026-02-08 12:33:00,45.109.179.228,Singapore,mailbox,biometric,10.16,login > search > download > logout,win-51-3e:38:d4:d0:85:bc,normal,none,evt_005184
u_00226,user,2026-02-08 12:33:00,51.54.125.245,United Kingdom,source_repo,biometric,8.71,search > logout > download > download > download,linux-54-16:5e:68:ef:f1:91,normal,none,evt_005185
u_00230,user,2026-02-08 12:45:00,103.206.85.242,India,source_repo,biometric,10.22,login > login > login > download > login > read_file,ios-98-93:49:dc:43:4a:d4,normal,none,evt_005186
u_00099,user,2026-02-08 13:03:00,103.178.51.28,India,admin_panel,biometric,8.37,logout > read_file > search > logout,android-83-ef:6a:65:52:3c:bf,normal,none,evt_005187
u_00232,user,2026-02-08 13:38:00,51.150.198.181,United Kingdom,fileshare,token,7.8,connect > heartbeat > telemetry_push > logout,mac-609-8a:39:cd:06:3c:4f,anomaly,device_spoofing,evt_005188
u_00230,user,2026-02-08 13:49:00,103.96.25.187,India,mailbox,biometric,11.29,search > login > logout > read_file > login > read_file,ios-98-93:49:dc:43:4a:d4,normal,none,evt_005189
u_00006,user,2026-02-08 13:57:00,103.234.25.110,India,source_repo,password,8.01,logout > download > read_file > read_file,android-35-ea:4b:6f:a9:20:8e,normal,none,evt_005190
u_00068,user,2026-02-08 13:58:00,51.187.131.91,United Kingdom,mailbox,password,13.82,logout > logout > search,win-63-4b:37:83:69:a2:51,normal,none,evt_005191
u_00087,user,2026-02-08 14:15:00,51.5.28.236,United Kingdom,source_repo,token,14.09,search > search > download,win-92-a5:51:69:b9:b8:76,normal,none,evt_005192
u_00042,user,2026-02-08 14:29:00,103.31.88.8,India,fileshare,biometric,12.54,logout > read_file > download > search > download,ios-58-a5:96:a7:9d:50:3f,normal,none,evt_005193
u_00247,user,2026-02-08 14:31:00,45.224.115.67,Singapore,source_repo,certificate,8.25,login > logout > download > read_file,ios-56-5f:9c:0b:30:c9:61,normal,none,evt_005194
u_00131,user,2026-02-08 14:44:00,51.154.185.224,United Kingdom,fileshare,biometric,9.88,logout > search > read_file > search > logout > download,ios-29-99:be:59:21:63:32,normal,none,evt_005195
u_00203,user,2026-02-08 15:46:00,103.238.143.251,India,ticketing_portal,token,10.12,download > search > logout > logout > logout > search,linux-83-4e:23:bc:6d:18:b0,normal,none,evt_005196
u_00159,user,2026-02-08 18:40:00,45.106.61.6,Singapore,mailbox,biometric,11.81,download > login > search > search > login,linux-39-7e:8e:77:f7:f6:83,normal,none,evt_005197
e_00136,edge_device,2026-02-08 18:50:00,88.163.3.27,Germany,api_gateway,token,7.12,logout > logout > connect > read_sensor > connect > telemetry_push,linux-51-c2:14:b5:04:94:7a,normal,none,evt_005198
e_00213,edge_device,2026-02-08 18:50:00,103.223.219.128,India,api_gateway,certificate,4.99,telemetry_push > telemetry_push > telemetry_push > read_sensor > logout > telemetry_push,win-14-7b:67:d9:95:c1:95,normal,none,evt_005199
s_00214,service_account,2026-02-08 20:04:00,103.125.238.205,India,database,token,4.01,logout > auth > write_log > auth,ios-19-45:d8:87:f9:df:8e,normal,none,evt_005200
s_00217,service_account,2026-02-08 20:08:00,34.123.88.120,United States,database,certificate,11.95,api_call > auth > read_config > auth,win-14-f7:ec:ee:e2:a6:85,normal,none,evt_005201
e_00150,edge_device,2026-02-08 20:57:00,45.10.206.170,Singapore,api_gateway,token,11.83,logout > read_sensor > logout,linux-14-73:59:d1:dd:c0:07,normal,none,evt_005202
s_00221,service_account,2026-02-08 21:57:00,34.29.126.19,United States,iot_hub,certificate,8.66,logout > logout > auth > logout > auth > auth,linux-11-ce:82:50:81:00:6f,normal,none,evt_005203
e_00189,edge_device,2026-02-08 22:13:00,103.6.176.202,India,payment_service,token,9.22,read_sensor > read_sensor > telemetry_push,linux-14-6a:77:41:5f:80:0c,normal,none,evt_005204
s_00240,service_account,2026-02-08 22:21:00,103.53.34.127,India,api_gateway,certificate,11.57,auth > auth > api_call,ios-72-86:ac:91:86:6f:a7,normal,none,evt_005205
e_00191,edge_device,2026-02-08 22:21:00,103.125.69.11,India,vpn_gateway,certificate,6.41,read_sensor > connect > connect,linux-74-42:0f:56:99:2e:d0,normal,none,evt_005206
s_00249,service_account,2026-02-08 22:27:00,103.130.215.67,India,database,token,8.77,api_call > write_log > api_call > read_config > api_call,linux-70-86:36:51:86:1a:6a,normal,none,evt_005207
s_00243,service_account,2026-02-08 23:01:00,103.28.134.212,India,database,certificate,4.54,read_config > read_config > logout > auth,android-50-bd:39:fd:ce:d8:14,normal,none,evt_005208
s_00049,service_account,2026-02-08 23:04:00,34.61.93.137,United States,ticketing_portal,token,8.69,auth > write_log > write_log > logout,android-40-ee:d8:54:7b:88:c4,normal,none,evt_005209
e_00191,edge_device,2026-02-08 23:08:00,103.246.73.116,India,vpn_gateway,certificate,7.89,logout > logout > read_sensor > read_sensor > heartbeat > heartbeat,linux-74-42:0f:56:99:2e:d0,normal,none,evt_005210
e_00173,edge_device,2026-02-08 23:17:00,88.233.227.75,Germany,fileshare,certificate,4.15,heartbeat > telemetry_push > heartbeat,ios-97-8a:26:73:16:ab:ac,normal,none,evt_005211
e_00149,edge_device,2026-02-08 23:46:00,103.68.7.105,India,iot_hub,token,10.34,telemetry_push > read_sensor > logout > telemetry_push,android-36-3f:c5:35:56:3c:9b,normal,none,evt_005212
s_00056,service_account,2026-02-09 00:01:00,103.101.4.250,India,source_repo,certificate,11.42,logout > api_call > write_log,android-45-b3:e5:9c:ab:41:3c,normal,none,evt_005213
s_00217,service_account,2026-02-09 00:20:00,34.79.48.51,United States,ticketing_portal,certificate,5.17,auth > auth > logout > logout,win-14-f7:ec:ee:e2:a6:85,normal,none,evt_005214
e_00032,edge_device,2026-02-09 00:26:00,88.184.82.186,Germany,vpn_gateway,token,10.48,logout > connect > connect > logout > heartbeat,linux-95-25:16:ef:8e:70:bc,normal,none,evt_005215
s_00221,service_account,2026-02-09 00:30:00,34.49.52.225,United States,ticketing_portal,certificate,4.18,read_config > api_call > api_call > auth > logout,linux-11-ce:82:50:81:00:6f,normal,none,evt_005216
s_00178,service_account,2026-02-09 00:30:00,43.148.11.88,Japan,ticketing_portal,certificate,17.13,api_call > api_call > api_call > auth > read_config > api_call,ios-13-5d:71:f5:8c:89:25,normal,none,evt_005217
e_00030,edge_device,2026-02-09 00:36:00,103.71.106.81,India,api_gateway,token,8.82,logout > telemetry_push > heartbeat > telemetry_push > read_sensor,win-60-02:92:79:77:ad:85,normal,none,evt_005218
e_00191,edge_device,2026-02-09 00:37:00,103.206.103.95,India,api_gateway,token,9.02,connect > read_sensor > logout > connect,linux-74-42:0f:56:99:2e:d0,normal,none,evt_005219
e_00084,edge_device,2026-02-09 00:42:00,88.202.102.190,Germany,vpn_gateway,certificate,11.3,heartbeat > read_sensor > heartbeat > connect > heartbeat,linux-43-1e:28:ea:00:52:ea,normal,none,evt_005220
s_00212,service_account,2026-02-09 00:49:00,34.63.30.63,United States,ticketing_portal,password,10.06,read_config > read_config > logout,win-95-0f:96:30:aa:69:6f,normal,none,evt_005221
s_00212,service_account,2026-02-09 00:52:00,34.137.70.42,United States,source_repo,token,12.16,write_log > write_log > write_log > read_config > logout > auth,win-95-0f:96:30:aa:69:6f,normal,none,evt_005222
e_00104,edge_device,2026-02-09 00:53:00,103.74.173.27,India,iot_hub,token,2.96,connect > connect > telemetry_push > telemetry_push,win-60-be:8d:62:d4:5e:b5,normal,none,evt_005223
s_00049,service_account,2026-02-09 01:03:00,34.137.31.182,United States,database,token,8.94,read_config > read_config > read_config > logout > auth > read_config,android-40-ee:d8:54:7b:88:c4,normal,none,evt_005224
s_00145,service_account,2026-02-09 01:04:00,103.85.46.27,India,ticketing_portal,token,9.16,read_config > read_config > logout > logout,win-86-de:8a:4e:19:9e:89,normal,none,evt_005225
s_00200,service_account,2026-02-09 01:07:00,34.163.118.8,United States,database,token,7.06,write_log > auth > api_call > auth > logout > logout,ios-90-01:f4:ba:fc:f2:50,normal,none,evt_005226
e_00237,edge_device,2026-02-09 01:13:00,103.202.10.150,India,vpn_gateway,token,5.55,telemetry_push > read_sensor > logout > connect > telemetry_push,android-69-69:6d:2a:41:bd:d7,normal,none,evt_005227
e_00235,edge_device,2026-02-09 01:17:00,103.179.85.61,India,api_gateway,certificate,12.21,connect > telemetry_push > read_sensor > heartbeat > read_sensor,android-71-ac:88:06:63:bb:cf,normal,none,evt_005228
e_00123,edge_device,2026-02-09 01:17:00,34.27.12.13,United States,source_repo,certificate,8.97,telemetry_push > heartbeat > read_sensor > telemetry_push > heartbeat,linux-58-63:8b:f7:e6:37:f8,normal,none,evt_005229
s_00197,service_account,2026-02-09 01:22:00,34.252.119.125,United States,source_repo,certificate,13.99,write_log > logout > write_log > write_log,win-18-71:8f:07:20:b4:c0,normal,none,evt_005230
e_00024,edge_device,2026-02-09 01:22:00,34.44.177.130,United States,api_gateway,certificate,17.47,read_sensor > heartbeat > connect > telemetry_push > connect > logout,ios-60-f2:6a:48:0c:01:5f,normal,none,evt_005231
e_00237,edge_device,2026-02-09 01:26:00,103.177.180.13,India,iot_hub,token,4.65,connect > read_sensor > read_sensor > logout > read_sensor > telemetry_push,android-69-69:6d:2a:41:bd:d7,normal,none,evt_005232
u_00092,user,2026-02-09 01:35:00,51.97.169.100,United Kingdom,source_repo,biometric,12.57,logout > download > read_file > logout > login > logout,linux-15-52:b7:f9:84:66:70,normal,none,evt_005233
e_00058,edge_device,2026-02-09 01:37:00,88.121.116.69,Germany,vpn_gateway,certificate,3.09,heartbeat > heartbeat > heartbeat > logout,ios-15-64:7e:ea:38:7f:58,normal,none,evt_005234
e_00179,edge_device,2026-02-09 01:39:00,34.216.26.34,United States,iot_hub,certificate,3.84,heartbeat > logout > heartbeat,win-97-4a:79:04:21:35:0d,normal,none,evt_005235
e_00002,edge_device,2026-02-09 01:53:00,88.237.184.234,Germany,mailbox,certificate,11.56,logout > telemetry_push > telemetry_push > telemetry_push > logout > heartbeat,ios-70-ec:be:5d:f7:69:53,normal,none,evt_005236
u_00215,user,2026-02-09 01:55:00,51.158.69.151,United Kingdom,mailbox,token,8.51,logout > logout > logout,linux-40-ba:72:d6:dd:09:b9,normal,none,evt_005237
s_00046,service_account,2026-02-09 01:59:00,34.73.166.89,United States,ticketing_portal,token,10.08,auth > auth > logout > auth > read_config,android-56-77:29:b6:2a:6a:d6,normal,none,evt_005238
e_00151,edge_device,2026-02-09 01:59:00,88.53.117.19,Germany,iot_hub,token,7.62,telemetry_push > read_sensor > heartbeat > connect > telemetry_push,linux-29-8c:88:68:c7:cc:3e,normal,none,evt_005239
s_00182,service_account,2026-02-09 02:12:00,34.173.220.218,United States,source_repo,certificate,8.89,api_call > api_call > write_log > read_config > logout,ios-42-19:da:0e:92:44:36,normal,none,evt_005240
e_00028,edge_device,2026-02-09 02:20:00,103.68.111.17,India,iot_hub,token,3.85,heartbeat > read_sensor > heartbeat > telemetry_push > telemetry_push > heartbeat,ios-25-bc:08:33:98:b1:80,normal,none,evt_005241
s_00120,service_account,2026-02-09 02:22:00,34.175.174.197,United States,source_repo,token,8.27,logout > auth > write_log > read_config,win-42-fe:7a:f5:a9:0a:34,normal,none,evt_005242
u_00067,user,2026-02-09 02:41:00,103.192.147.131,India,vpn_gateway,token,12.06,download > download > search,ios-89-c5:fe:db:4a:41:3f,normal,none,evt_005243
s_00134,service_account,2026-02-09 02:41:00,34.216.108.38,United States,database,password,13.55,logout > read_config > logout > api_call,win-26-2d:3b:77:57:64:b8,normal,none,evt_005244
e_00206,edge_device,2026-02-09 02:42:00,88.40.30.83,Germany,fileshare,token,8.7,telemetry_push > heartbeat > read_sensor > telemetry_push > logout,android-33-d3:6b:0f:5d:59:85,normal,none,evt_005245
s_00120,service_account,2026-02-09 02:46:00,34.232.15.32,United States,source_repo,token,6.5,api_call > auth > api_call > read_config,win-42-fe:7a:f5:a9:0a:34,normal,none,evt_005246
s_00200,service_account,2026-02-09 02:48:00,34.58.23.4,United States,source_repo,token,8.2,api_call > write_log > read_config > auth > logout > read_config,ios-90-01:f4:ba:fc:f2:50,normal,none,evt_005247
e_00191,edge_device,2026-02-09 02:53:00,103.229.81.245,India,api_gateway,certificate,5.96,telemetry_push > heartbeat > heartbeat > heartbeat,linux-74-42:0f:56:99:2e:d0,normal,none,evt_005248
s_00231,service_account,2026-02-09 02:59:00,43.204.144.68,Japan,source_repo,token,11.42,api_call > write_log > logout > auth > read_config > write_log,linux-76-11:73:e9:ed:35:64,normal,none,evt_005249
u_00140,user,2026-02-09 03:43:00,51.109.135.43,United Kingdom,mailbox,password,9.29,logout > logout > logout,android-79-9b:c5:94:60:bc:d5,normal,none,evt_005250
e_00052,edge_device,2026-02-09 03:43:00,88.4.20.25,Germany,vpn_gateway,token,2.32,logout > heartbeat > read_sensor > logout > read_sensor,linux-95-9f:c8:75:dd:12:1d,normal,none,evt_005251
e_00237,edge_device,2026-02-09 04:01:00,103.49.218.167,India,payment_service,token,5.94,telemetry_push > read_sensor > connect,android-69-69:6d:2a:41:bd:d7,normal,none,evt_005252
s_00000,service_account,2026-02-09 04:03:00,34.163.176.247,United States,api_gateway,certificate,12.83,api_call > read_config > auth > read_config > write_log > auth,android-73-c9:83:20:d6:73:80,normal,none,evt_005253
u_00140,user,2026-02-09 04:33:00,51.9.149.12,United Kingdom,vpn_gateway,token,13.25,logout > read_file > read_file > login > read_file,android-79-9b:c5:94:60:bc:d5,normal,none,evt_005254
s_00219,service_account,2026-02-09 04:43:00,34.3.30.70,United States,database,token,3.36,logout > api_call > api_call > logout > read_config > api_call,linux-84-5c:25:05:3a:ea:8c,normal,none,evt_005255
u_00208,user,2026-02-09 04:48:00,103.181.205.246,India,mailbox,biometric,16.18,logout > search > logout > read_file > read_file > logout,win-16-d9:97:57:c1:d8:5b,normal,none,evt_005256
u_00199,user,2026-02-09 04:58:00,51.251.188.202,United Kingdom,vpn_gateway,password,0.85,login > login > login > login > logout,linux-89-b6:c3:15:33:46:4a,anomaly,brute_force,evt_005257
e_00115,edge_device,2026-02-09 05:03:00,103.184.251.35,India,api_gateway,token,4.42,heartbeat > read_sensor > telemetry_push > telemetry_push > connect,android-88-fd:5f:d9:90:0e:45,normal,none,evt_005258
u_00226,user,2026-02-09 05:05:00,51.124.44.33,United Kingdom,ticketing_portal,biometric,10.3,search > download > login > download > search,linux-54-16:5e:68:ef:f1:91,normal,none,evt_005259
u_00204,user,2026-02-09 05:14:00,45.253.157.121,Singapore,source_repo,token,6.62,download > read_file > login,ios-10-b9:00:10:fd:dc:b5,normal,none,evt_005260
